Number,Serial,TITLE,CONTENT
469,835,合夥,合夥求財兩未宜，須防不和有是非，官鬼親友都作難，若到冬夏利有愈，合夥求財爻未宜，須防目下有閑非，春秋二季財爻旺，冬夏有虧利難全
470,836,學藝,君占學藝取人財，賓主雖合有劫財，幸得財神臨我位，必須先捨求利生，手藝取財需巧手，世應相和多比肩，幸得財爻臨應位，舍利求自生智慧
471,837,失物,失財失物並無蹤，到底終究財物空，著急追究無覓處，財物所失兩相沖，去無蹤失財失物，財物空終須一災，追究無益覓無處，卦氣交沖應財兩
472,838,家宅,家宅平安兩得宜，人丁得助少憂疑，秋冬財利重重見，福德財來便可期，平安家宅宜積善，有餘之家得福神，財利見秋冬厚重，出禾可期六畜興
473,841,生意,生意占之可稱心，貴人作主喜相生，鱉魚脫出全鉤釣，搖頭擺尾出此行，生意遂心占之許，相生貴人來作主，金鉤釣鼇魚出喜，出門搖扇擺首式
474,842,脫貨,君占脫貨主遲延，欲速成之少利源，亥子癸壬方得稅，時逢寅卯且寬閑，生意占之許遂心，貴人作主喜相生，得吉亥子癸壬方，寅卯時寬閑如意
475,843,訴狀,訴狀法庭得順情，文書官鬼兩分明，出庭論理得方便，滅罪除刑必稱心，君占脫貨主遲延，欲速成之少利源，遇官論理方便多，稱心除刑滅災殃
476,844,修宅,君占修建固非宜，修後須知見是非，凡是三思方是美，最好守舊莫心疑，訴訟公庭得順情，文書官鬼兩分明，三思後行是美德，守舊平安最逢時
477,845,飼養,飼養牲畜兩重財，官鬼相臨久稱懷，幸得福德安亦在，七分財喜定然來，君占起超固非宜，起後須知略見非，幸得子孫來世位，福祿來財喜得定
478,846,文件,欲領批文要用錢，若還不批必遲緩，財逢亥子方如意，寅卯求之尚未然，春蠶喜得兩重財，官鬼相臨久稱懷，亥子如意方逢財，求之尚未寅卯辰
479,847,收帳,收帳錢財頗稱心，貴人相助必如情，五鬼劫煞臨門來，冬夏占之更可行，欣領批文要用錢，若還不用必遲遲，文書官鬼來臨應，稱心冬夏更相宜
480,848,見貴,見貴占卜心猶豫，決心下意又恐遲，見貴終希有助利，不如不見免奔馳，收解錢糧頗稱心，貴人相助必如情，見大利貴友仁義，如見不如士三日
481,851,放賬,放帳出借不周全，官鬼臨我旺劫煞，將來枉費求財利，何不安心且待秋，占之放帳收不圓，只應世位旺文書，求名求利莫費力，待秋入冬心且安
482,852,求財,求財占卦過財星，事在順心可取圈，出入貴人而得力，重重財喜有相扶，占卦求財遇財孚，管教經營遂取圖，出入貴人因得力，財喜重重有友扶
483,853,賭博,賭博占卜劫財臨，反覆無常財不順，莫怪旁人來勸阻，勸阻不是是非人，賭博再怕弟兄臨，常不順反反覆覆，旁人勸阻莫怪耶，是非人勸阻是非
484,854,回鄉,君卜回鄉問平安，子孫健旺甚為高，途中伴侶為知己，平安一路不用焦，回鄉問卦君欲行，文采高子孫健旺，伴侶兼知己同為，一路平安順心成
485,855,貨畜,買賣六畜最為良，財星兩旺有主張，且要買時定心意，勸君決意莫傍徨，欲買六畜最為良，只望心中有主張，君要買時定生息，君莫彷徨立意堅
486,856,風水,君占風水只平安，世應相生萬事成，乘龍伏虎多回顧，後代兒孫產俊英，世應相生萬事成，君占風水只平安，回願龍虎伏生多，兒孫俊英後代賢
487,857,開店,欲占開店不宜開，財破官鬼利少來，若有同心來助力，秋冬交節許君開，開店不宜守欲占，財破文書定少來，同心助力或有成，交節氣秋冬有望
488,858,借財,借取錢財問貴人，托保求之事可成，亥子庚辛財發動，眼前不順不必疑，問神明借取錢財，求托事可成得力，金水生亥子庚辛，莫生嗔暫不遂願
489,861,官運,卜官運春夏可喜，若到秋冬防有傷，月缺自然有盈日，片雲暫掩亦無妨，春夏求官喜洋洋，秋冬有傷須防範，日盈月缺順自然，無妨半片烏雲掩
490,862,置產,卜問置產主吉昌，須要留心防口舌，事成日後利非常，子子孫孫旺家門，子孫臨印住田莊，占買田園主吉昌，須要留心防口舌，事成日後利非常
491,863,徵人,徵員求才最為良，徵得人才福祿長，莫聽旁人是非言，成事之後定知詳，君占討僕最為良，討得成時壽命長，旁人外語聽莫信，事後知詳應具全
492,864,買貨,卦占買貨十分宜，本利相收利息多，申子辰中多利益，只嫌夏季未全諧，置貨買辦運財喜，子母相收利息肥，利益相合申子辰，夏季未全嫌不全
493,865,選舉,中央選舉有官運，選舉功名得進身，財旺生官官又旺，管教日後定如心，劉文書運強官鬼，衿納功名得晉身，杉旺財官又旺運，書教定心日後行
494,866,工作,欲進上司未有成，工作何必傍朱門，五鬼重重從中阻，奉勸君家惜此身，星曜進門未有成，靈靈何必傍朱門，開心父母阻從重，運平勸君先修身
495,867,告狀,告狀終須告得成，文書無位喜相臨，時逢戌巳文書定，定主官司理得成，告得成狀紙週全，文書相臨須細細，戌巳時文書逢定，官司得成要理直
496,868,音信,卜問音信有阻隔，官鬼降臨文書剋，春夏之季方有信，秋冬寬耐要遲遲，財多臨應克文書，家信途中有阻隔，春夏即有信免憂，秋冬忍耐要延時
497,871,夜夢,夜夢顛倒運不足，只因心事亂如麻，若然遇事多加謹，南北福神定不差，日夜顛倒夢不醒，全因心亂不平如，遇事需謹慎為上，高臥南窗南北行
498,872,收成,收成占此卦為奇，官鬼臨門福祿齊，景氣不佳收成好，耕輕有獲各相宜，此卦為奇收成好，福齊祿全官鬼休，小旱無憂農事好，高平底下各相宜
499,873,口舌,是非口舌亦須防，若不防時定有傷，內外官鬼多起意，三思行事保安康，須防是非由口舌，禁口不防有傷時，有人起意內外多，行事三思而後行
500,874,桃花,水中桃花總相宜，桃花占之不須疑，順水運中多利益，乾坤定有財利肥，宜水中求利吉相，取魚不須占德之，利益多從順水來，財利肥卦爻坤定
501,875,求子,求子占之卦未全，命中無子總徒然，花多子無皆由命，行善積德子息添，占卦求子未周全，六爻無鬼總徒然，命中註花多子少，為子息添德取福
502,876,同居,同居占之有是非，男女情緣事不為，陰緣暈緣姻緣定，必須審慎方為宜，財爻持世不為遲，入贅占之有是非，女命從夫並夭壽，宜選事情須小心
503,877,出行,卜卦知君出行難，憂心事理出不成，途中危險須防阻，安守家園莫出門，君出行難莫問卜，鬼爻持世無出成，須防阻中途危險，田園安守莫遠行
504,878,住宿,住宿占卜有貴人，吉神扶持平安過，賓至如歸服務佳，清靜心安睡安穩，子孫持世旺財多，尋館占之有貴高，絳帳大開受業重，重重財喜拾青蚨
505,881,分家,占卦分家時不對，全因官鬼財位旺，若還後悔須防妒，省的精神家計長，分家不宜占此卦，嫌因世位旺文書，須防後悔還心妒，賓士不如意若得
506,882,移居,卜移居枉費心機，守舊安心方是美，若要強搬有災厄，貴神臨門卦不疑，費心機移居難成，世位逢官不必疑，守舊安心方是美，若還勉強有災危
507,883,子病,卜子病臨未為昌，內外陰礙是全因，子災厄至有因由，發願積德保安康，見喜凶荒苦見商，子孫臨應未為昌，應皆小子災危至，只有求神保安康
508,884,買屋,君問買屋來占卦，買時差價頻多話，隔角是非心未安，只須退步還作罷，知君買屋來占卦，買時增價話專家，卦行未安難重重，退一步還宜罷須
509,885,求職,占卦求職無不宜，只因損氣費精神，自有好友來助力，成全之後得順心，謀事無妨勿掛心，損精費神氣不明，好友自會來拳助，得遂心後成全之
510,886,身體,身體災星煞不輕，家內外陰入門臨，災星雖犯事不難，求醫貴人助安寧，命犯災星禍不輕，傷寒吐瀉腹中疼，無難事不懼災星，速即求神可保寧
511,887,親病,占父母病殃無妨，藥到病除有吉样，好藥調和三五劑，無刑無沖何必忙，父母災殃定不妨，應透官位壽綿長，上醫三五劑好藥，限度無沖何必忙
512,888,洽約,君卜洽約莫憂心，成事貴人好友明，財旺重重無欠缺，財利分明自然成，張君占會心莫憂，宇成須三朋好友，翔樂財旺重重天，建財自然喜雙成
